Features	Feature IDs	female (std)	male (std)	female (mean)	male (mean)
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,g__,s__	196176	0.00145234787087	0.00199432873431	0.00031096163601	0.000292143654472
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__	301765	0.000241269348753	0.000200036797175	7.79535660478e-05	0.000105596889535
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__	358008	0.000164205152062	0.000166628152588	0.000132260356917	0.000144423849756
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__,s__	173851	0.000386464361544	0.000288931616658	8.94680086938e-05	0.000118211563022
k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__AKIW781,f__,g__,s__	340474	0.00256132402379	0.00108398788668	0.000412702678022	0.000240820861354
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__,s__	295737	0.00016148532826	0.000453189856034	0.00010703337195	0.000165087243611
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__,s__	168289	0.000159020050917	0.000611689062266	6.78637801723e-05	0.000129959942114
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__	2403301	0.00111601471523	0.000905226020611	0.00021180858776	0.000219808337853
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__	163494	0.000122231167571	0.0001509639014	9.07186132849e-05	0.000102445892863
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__,s__	4336940	0.000246186530207	0.000336644456914	0.000107423418097	0.000123034032796
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__	195759	0.000101903758022	0.000152745014167	9.49159300205e-05	0.000117374069274
k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__,s__	179095	0.000130287908892	0.000242189190299	6.43388256007e-05	8.41409600768e-05
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__	555400	0.000329532176649	0.000171146446707	0.000116363075562	7.26452795431e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__	4449055	0.00490125757508	0.00806165834094	0.000822035310195	0.001900605191
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__	1135084	0.00162400775011	0.00186237512686	0.000343299554695	0.000402185958813
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__	4359797	0.000139647809189	0.000160284524913	0.000111446885827	0.000140303718928
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__	194870	0.000161727951839	0.000104628630216	0.000103564365071	0.00010048450403
